old,new,speaker
"お、キミが来るのを待ってたよ！
《第一防衛区画》の調査に出した斥候が
今さっき戻って来てね",,Sonel
"ボクらが与えた損害は相当なものだったようだ
残る《第一の門》にはほとんど戦力が
残されていないことが分かった",,Sonel
"《第一防衛区画》を奪還する絶好のチャンスなんだ！
是非キミの力を借りたい！",,Sonel
"そう言うと思って待っていたのさ！
さ、善は急げだ
準備ができ次第出発するよ！",,Sonel
"今回は《第一の門》への強襲作戦だからね
キミのポーン達の参戦も大歓迎さ！",,Sonel
"さて、いよいよ城外の奪還作戦の最初の山場だ
とは言っても、敵はもうかなり弱ってるからね",,Sonel
"苦戦はしないと思うが油断は禁物
さ、行こうか！",,Sonel
出発する,Depart,Sonel
ちょっと待って,Wait a little,Sonel
"今回は《第一の門》へ直接乗り込む！
到着したらすぐに戦闘だ、行くぞ！",,Sonel
"キミって意外と慎重さんなんだね！
悪いことではないが、時には勢いも必要さ！
準備ができたら声をかけてくれ",,Sonel
よし！　《第一の門》は制圧したぞ！,,Sonel
"これまでの積み重ねの成果が出すぎて
やや拍子抜けなところもあったが――",,Sonel
"区画を１つ奪還できたことは
解放軍にとっては大きな一歩だ！",,Sonel
"ありがとう！
さ、一旦城に戻ろう
兵にここの防衛を任せる準備も必要だ",,Sonel
"《第一防衛区画》の奪還に
力を貸してくれてありがとう",,Sonel
"百聞は一見に如かず――
キミのその力は、本当にすばらしい",,Sonel
"ボクは、ただ強いことが“力”だとは思わない
重要なのはその“使い方”だ",,Sonel
"そしてキミなら――
正しいことにその力を使えると信じているよ",,Sonel
"これからも、我々の――
アッカーシェランの人々のために
その力を貸してもらいたい",,Sonel
"お、キミが来るのを待ってたよ！
《第一防衛区画》の調査に出した斥候が
今さっき戻ってきてね",,Sonel
"ボクらが与えた損害は相当なものだったようだ
《第一の門》に残っていた残党も片付けたし
他の区画からの侵攻の気配もない",,Sonel
"この隙に《第二防衛区画》への
足掛かりを探したくってね
キミにも是非一緒に来て欲しい",,Sonel
"今回は、特に戦闘が起きることもないだろう
敵も、予想外のことが起きて慌ててるのか
今のところ目立った動きはない",,Sonel
声をかけてくれたら出発するよ,,Sonel
"よし、それじゃあひとつ
《第二防衛区画》へ通じる城門の様子でも
見に行くとするか",,Sonel
出発する,Depart,Sonel
ちょっと待って,Wait a little,Sonel
"ま、特に何もないと思うし
気楽に行こう",,Sonel
"うーむ、当然だけど
こちらから門を開けることはできない
そのために作った防衛設備だからね！",,Sonel
"まぁ、奴らも追い込まれてるし
ここをわざわざ開けたりはしないだろうけど",,Sonel
"とは言えだ、ボクらはこの壁の向こう側へ行き
そこを取り戻さなければならない",,Sonel
"少し考えがある――
次の作戦が決まるまで
潜入任務は一時おあずけかな！",,Sonel
さ、城へ戻ろう,,Sonel
