old,new,speaker
"あ、隊長！
いいところに来たね！",,Sonel
"実は、たった今いい作戦を思いついてね
城の兵たち何人かに頼みたいことがあるんだ",,Sonel
"でも、この展望城――
城の人間が迷うくらい広くて複雑だからね
人探しも大変なんだ",,Sonel
"ボクが作戦を忘れないうちに
急いで探したいんだけど
隊長も手伝ってくれないかな？",,Sonel
"ありがとう！
やはり、いつだって頼れるのは隊長だけさ！",,Sonel
"僕が探している兵たちは――
<STG 451>のどこかにいるはずさ",,Sonel
"あぁ！　早くしないと
さっき思いついたばかりの作戦を
もう忘れてしまいそうだ！",,Sonel
急いで探す,,Sonel
――少し待ってほしい,...I want to wait awhile,Sonel
"よし！　早速兵たちを探そう！
どこにいるか分からないから
周囲をよく見ながら探さないとね！",,Sonel
さぁ、時間との勝負だ！　隊長！,,Sonel
"いやぁ、危うく全部忘れるところだったよ
あんな作戦、もう二度と思いつけないと思ったからね！
ありがとう隊長！",,Sonel
"あんな――あれ？
ええっと、確かなんか作戦が――あって
それが――どうとか――",,Sonel
隊長！,,Sonel
"安心したら、きれいサッパリ忘れてしまったよ！
こいつはケッサクだね！",,Sonel
あっ,,Sonel
あっはっ,,Sonel
あっはっはっ,,Sonel
あっはっはっはっ！,,Sonel
"あれ――隊長――
ボクたち、今なにしてるんだっけ？",,Sonel
"そもそも、なんで隊長がここに？
おかしいな、まったく思い出せないぞ",,Sonel
"しかたない、一旦キャンプに戻ろう
お気に入りのオブジェを眺めていれば
そのうちきっと思い出すさ！",,Sonel
隊長！　忘れないうちに早く探そう！,,Sonel
なんとか間に合ったよ！　ありがとう隊長！,,Sonel
やばい――やばいぞ隊長！　記憶が薄れてきた！,,Sonel
隊長――どうやら、間に合わなかったようだ――,,Sonel
"よし、<STG 451>で待ち合わせをしよう！
ボクもすぐに行くよ！",,Sonel
あ――,,Sonel
"隊長、ボクの記憶は
ちょっと待てなかったようだ！",,Sonel
"すまないが、また思い出した頃に
よろしく頼んだよ！",,Sonel
"探してる兵たちは、皆<STG 451>にいるが
どこにいるか分からないから
周囲をよく見ながら探さないとね！",,Sonel
"一歩進めば作戦を１つ忘れてしまいそうだ！
さ、急いで探しに行こう！",,Sonel
"よし、<STG 451>で待ち合わせをしよう！
ボクもすぐに行くよ！",,Sonel
"はぁ――妙な作戦だが――
言いたいことはわかった",,Dean
"まぁ任せとけよ
“見分け方”なら大丈夫だ",,Dean
"俺たちにとって、大事なのは作戦の内容じゃない
“ソネル様が考えた作戦”っていう
事実だけなんだ",,Dean
"その事実さえあれば――
俺たちがそれを実行することが
解放軍の勝利へ繋がるんだって
信じられるからな",,Dean
"これはまたすごい作戦ですね
さすがはソネル様！",,Derek
"わかりました――
そこら中の、ありとあらゆる“わら”に潜って
かき集めてきます",,Derek
"“わら”がたくさんある場所は
いくつか心当たりがありますから
仲間をかき集めて探しますよ",,Derek
"ソネル様の作戦に疑問を持つ兵などおりません
そうやってここまで戦ってきたのですから",,Derek
聞いただけで鳥肌が立ちそうな作戦ですね！,,Keiku
"ただ私、ちょっとあの見た目が苦手なんです――
でも、なんとかがんばって集めたいと思います！",,Keiku
"だだ、だいじょうぶです！
直接見ないようにすれば――",,Keiku
"でも、それじゃあ
さすがに危ないでしょうか――",,Keiku
なにやらソネル様の様子が変なんだ,,Jasper
"理由を聞いても
「これ以上話すとキミのことから忘れそうだ」
とおっしゃるばかりで、俺にはどうにも――",,Jasper
"すまないけど、ソネル様の様子を
見てきてもらえないか？",,Jasper
"なるほど、そういうことだったのか！
無事に事が済んで良かったよ",,Jasper
"まぁ、作戦については
指示を受けた兵たちがなんとかするだろう",,Jasper
