old,speaker
"ねぇ、ほら――
ちょっと変でしょ",Carrie
"見て――ヘザーの表情
なんだか、ずっと物憂げな顔してるの
心配だよ――",Carrie
"覚者さんなら、ヘザーの力になれるはず
だって覚者さんの強さは
アタシもよく知ってるから！
――ヘザーのこと、お願いね！",Carrie
"実はね――
私、逃げている時に
ピレモスに隠れていたこともあるの",Heather
"その時に仲良くなった友達がいたんだけど
彼女、故郷が気になるからって出て行ったのよね
確か“デニスィル”って名前の村だったわ",Heather
"最近、そのデニスィルがすでに魔軍に
潰されてたっていう話を聞いちゃって――
私、彼女のことが心配になって――",Heather
"ねぇ、覚者さま
私の友達――アイダンが今どうしてるか
探してくれない？",Heather
"《廃村デニスィル》の辺りに行けば
何か手がかりがあるかもしれないわ
お願い、どんな結果でも受け入れるから――",Heather
"私の友達――アイダンが今どうしてるか
探してほしいの",Heather
"故郷の村に帰るって言っていたから
《廃村デニスィル》の辺りに行けば
何か手がかりがあるかもしれないわ
お願い、どんな結果でも受け入れるから――",Heather
"何者かが野営をした跡がある――
食い散らかされた肉が散乱している",The White Dragon
"豪奢なブレスレットが落ちている――
何者かが争ったような痕跡も残されている",The White Dragon
こ、来ないで――,Aidan
"あなたは――人間？
ここは危険よ、来ては駄目――
あの人のように、奴らにやられてしまう",Aidan
ほら、奴らが帰ってきた――！,Aidan
"あ、あなた――奴らを倒したの？
それじゃあ、私はもう自由なの？
ありがとう――本当に、なんとお礼を言えばいいか",Aidan
"私はアイダン
これまでは、そうね――
流れの踊り子をして暮らしてたわ",Aidan
"故郷のデニスィルが
魔軍に襲われたって聞いて
いてもたってもいられず帰ってみたら
こんなことに――",Aidan
"まぁ、ヘザーが？
そうだったの、探しに来てくれてありがとう
私もヘザーと一緒に解放軍のために
働いてみようかしら",Aidan
"さぁ、それじゃあ帰りましょう
私たちの拠り所、ティネス砦へ――",Aidan
"故郷を恋しく思ったことなんて無かったけど
あんなことになっているのを
目の当たりにするとね――
でも、落ち込んでばかりいられないものね",Aidan
"ふぅん、食堂を復旧しようとしてるのね
それじゃあ盛り上げ役は任せて！
こう見えて、王宮でダンスを披露したことも
あるんだから！",Aidan
"アイダン、そんな酷い目にあっていたなんて――
手遅れになる前に救い出せて良かった――
友達を助けてくれて、本当にありがとう",Heather
"アイダンがここを手伝ってくれるってことは
あの素敵なダンスがまた見られるのね、楽しみだわ
彼女目当てに来る人も増えるはずだし
忙しくなるわね！",Heather
"そういえば、逃げている時のことを話していたわ
もしかして関係あるのかしら？",Carrie
"何とか力になりたいけど
アタシじゃ頼りないのかなぁ――",Carrie
"覚者さんになら、話してくれるかも
ねぇ、力になってあげてくれない？",Carrie
"解放軍兵士とオークの争った跡がある――
血は乾いておらず、死体は新しいようだ",The White Dragon
"綺麗な石が点々と落ちている――
どこかへ続いているようだ",The White Dragon
