old,speaker
破壊した黒剣：１本,The White Dragon
破壊した黒剣：２本,The White Dragon
破壊した黒剣：３本,The White Dragon
破壊した黒剣：４本,The White Dragon
破壊した黒剣：５本,The White Dragon
破壊した黒剣：６本,The White Dragon
破壊した黒剣：７本,The White Dragon
破壊した黒剣：８本,The White Dragon
破壊した黒剣：９本,The White Dragon
破壊した黒剣：１０本,The White Dragon
侵食の根源たる闇の毒素の影成す鎧――,Mordred
"奴を倒さねば、それは永遠に消えることなく
この地を蝕むだろう",Mordred
不完全な今のうちに憂いを絶たねばなりません,Mordred
フィンダムのともがらよ――,Gearóid
"どうか――
どうか今一度だけ、再びあなた達の
力を貸してほしい",Gearóid
黒騎士の気配が《追憶の枝》から消えた――,The White Dragon
黒騎士の気配が《懐旧の枝》から消えた――,The White Dragon
黒騎士の気配が《悔恨の枝》から消えた――,The White Dragon
黒騎士の気配が《静慮の枝》から消えた――,The White Dragon
《追憶の枝》に存在する黒剣を全て破壊した！,The White Dragon
《懐旧の枝》に存在する黒剣を全て破壊した！,The White Dragon
《悔恨の枝》に存在する黒剣を全て破壊した！,The White Dragon
《静慮の枝》に存在する黒剣を全て破壊した！,The White Dragon
