old,speaker
"行くのだな？
向こうの皆によろしく伝えてくれ",Joseph
"“芯なる樹”が元に戻ればフィンダムの大地は
回復する――
そして、君たちは、治療の準備として
患部周辺の魔物の掃討を任されているわけだ",Klaus
"僕なんかには耐えられない重圧だな
さすがだよ",Klaus
"あなたたちは毒に侵された魔物を“侵食魔”と
呼んでいるそうだな",Gearóid
――実に示唆に富んだ名だ,Gearóid
"侵食魔が集まると、汚れた力も集まり
その結果、大地ばかりか、水も、空気も、全てが
侵食されたように汚染されてしまうのだ",Gearóid
"ともあれ芯脈の浄化を、侵食魔に
邪魔されるようなことがあってはならない",Gearóid
"となれば、樹内に巣くった魔物の一掃――
これが最優先となる",Gearóid
"芯脈が治癒できれば
ウィルミアも本来の意識を取り戻すだろう",Gearóid
"ただ、いまのウィルミアにとっては
我々も樹内に侵入した外敵――",Gearóid
"くれぐれも警戒しつつ
樹内の侵食魔を掃討して欲しい",Gearóid
"侵食魔に関する知識は、残念ながら
我々にはほとんどない
むしろ、あなたたちの方が戦いを通じて
よく知っていることだろう",Gearóid
"あなたたちがいてくれて
とても心強く思っていることを
ぜひ、知ってほしい",Gearóid
"隊長が留守のあいだはガルドリンが
いろいろと助言をくださいました
侵食魔の掃討は全員で手分けしてやりましょう",Cecily
"セシリーとも話したんだが、このあたりで
遭遇した侵食魔の強さを考えると
分担して事に当たった方が早く終わりそうだ
そういうことでいいな？",Gurdolin
"隊長、どっちがいっぱい魔物を退治するか――
競争する？",Lise
さあ、隊長、始めましょう！,Elliot
みなさん、ありがとうございました,Cecily
"わたしは、父とともに
芯脈の浄化に取りかかります",Cecily
気がかりなのは先ほどの咆哮――,Cecily
"ウィルミアが、私たちを外敵とみなして
警戒しているのかもしれません",Cecily
"浄化には少し時間がかかりそうです
みなさんもどうか、今のうちに休息をとって下さい",Cecily
"浄化はわたしが進めますから
皆さんは休んで、見ていてください",Cecily
"ごくろうだった
ほどなく芯脈が――そして侵食された
すべてが浄化されることだろう",Gearóid
"あなたたちの献身のおかげだ
本当に感謝しているよ
ゆっくりと休んでくれ",Gearóid
"竜はまだ暴れてるんだ
油断はできねえぞ",Gurdolin
"はあ――
結構頑張ったけど、隊長にはかなわないよ
まあ、それはそうだよね～",Lise
"なんでしょう、この胸騒ぎは――
さっきの咆哮は――",Elliot
ああ、早く全てが浄化されますように！,Elliot
"あれ？
戻って来て良かったのかい？
向こうはかなり重要な局面なんだろう？",Klaus
ロイグのことを考えていたのだが――,Joseph
"見くびるわけではないが
ごくごく普通の男だったはずだ",Joseph
それがこれほどの――,Joseph
"世界がひとつ、崩壊するかもしれぬほどの
大それた事件を起こすとは――",Joseph
"我々の脅威だったディアマンテスを
思い出さずにはいられんな",Joseph
