old,speaker
"うぅ――く、苦しい――息が――
助け――て――",Man
"おお、君は覚者だな？
やはりそうか――
では、済まないが力を貸して欲しい",Gordon
"先日、異常な殺され方をした
動物の死骸が発見されてな――",Gordon
"何か恐ろしい予兆ではないかと
警戒していたのが――
ついに村人がやられてしまった",Gordon
頼む――原因を探ってくれ,Gordon
"おお、君は覚者だな？
やはりそうか――
では、済まないが力を貸して欲しい",Gordon
"先日、異常な殺され方をした
動物の死骸が発見されてな――",Gordon
"何か恐ろしい予兆ではないかと
警戒していたのが――
ついに村人がやられてしまった",Gordon
頼む――原因を探ってくれ,Gordon
"禍々しい魔物に遭遇したという
話もあるから準備は入念にな",Gordon
"おお、君は覚者だな？
やはりそうか――
では、済まないが力を貸して欲しい",Gordon
"先日、異常な殺され方をした
動物の死骸が発見されてな――",Gordon
"何か恐ろしい予兆ではないかと
警戒していたのが――
ついに村人がやられてしまった",Gordon
頼む――原因を探ってくれ,Gordon
"禍々しく、凶暴な魔物が
棲みついているという話もある
無理は禁物だぞ",Gordon
"そうか――原因は魔物だったか
しかも、倒してくれたとは！",Gordon
"この通り、感謝する
君に頼んで良かったよ",Gordon
"そうか――原因は魔物だったか
しかも、すっかり倒してくれたとは！
大変だっただろう？",Gordon
"これで私もゆっくりと眠ることができるよ
君に頼んで良かった
この通り、感謝する",Gordon
"そうか――原因は魔物だったか
しかも、すっかり倒してくれたとは！",Gordon
"大変だっただろう？
痕跡を見る限り相当に強かったはずだ",Gordon
"途中で投げ出さずに
よくぞ頑張ってくれた",Gordon
"これで私もゆっくりと眠ることができるよ
君に頼んで良かった
この通り、感謝する",Gordon
"どんな感じなんだ？
原因らしきものは見つかったかな？",Gordon
