old,speaker
"一晩を過ごそうとした廃墟に、
また魔物の先客がいたんだ
はあ、本当にツイていないことばかりで嫌になるよ",Ludovika
"やっぱり、見習いトレジャーハンターに一人旅は
荷が重すぎたのかもね
もう故郷に帰ろうかな――",Ludovika
"ねえ、親切な覚者くん！
トレジャーハンターとして最後のお願いだよ",Ludovika
"《メルゴダ護政区》――そこに私の最後の獲物が
あるんだけど、どうしても魔物が邪魔なんだ
もしキミにその力があるなら、討伐してくれないか",Ludovika
"ありがとう――もう一度、探索に行ってみるよ
もしキミが嘘をついていて、私が魔物にやられたら
――その時はそれまでさ",Arisen Corps Regimental Soldier
"生きて帰れたら――
もう一度トレジャーハント、頑張ってみようかな
よし！
キミにはお世話になったし、お礼しないとね",Arisen Corps Regimental Soldier
"場所は《メルゴダ護政区》だよ
うーん、今までは知恵と運でなんとかなったんだ
けれど――憧れだけじゃ、難しいものだね",Ludovika
"一晩を過ごそうとした廃墟に、
また魔物の先客がいたんだ
はあ、本当にツイていないことばかりで嫌になるよ",Ludovika
"やっぱり、見習いトレジャーハンターに一人旅は
荷が重すぎたのかもね
もう故郷に帰ろうかな―――――",Ludovika
"ねえ、親切な覚者くん！
トレジャーハンターとして最後のお願いだよ",Ludovika
"《アーク》―――そこに私の最後の獲物が
あるんだけど、どうしても魔物が邪魔なんだ
もしキミにその力があるなら、討伐してくれないかな",Ludovika
"場所はハイデル平原の《アーク》だよ
うーん、今までは知恵と運でなんとかなったんだ
けれど――憧れだけじゃ、難しいものだね",Ludovika
