old,speaker
"こういう言い方をすると、またクラウスが
何か言いそうだが――",Joseph
"いいか、今は、黒騎士から
剣を取り戻すことが最優先だ",Joseph
"敵は傷を負っているのだろう？
その傷を我々の味方にせねばならん",Joseph
つまり、時間がない,Joseph
"アッカーシェランについたらネド王子に
事情を話して、黒騎士討伐に
協力させるのだ――いいな？",Joseph
"フィンダムからの加護がいつまで
持ってくれるのかは分からぬが",Joseph
"今はその力だけが頼みの綱
加護のあるうちに、迅速に――慎重に――
事を進めて欲しい",Joseph
"油断するな――黒騎士は――
傷ついても尚――手強いぞ――",The White Dragon
"メガド侵攻作戦の途中で戻って来たから
向こうは向こうで大変だろうね",Klaus
"いいかい？
メガド攻略の流れの中で黒騎士を探すといい
状況によっては、向こうから出てくるよ",Klaus
"好機は何度も来ないから
焦ってし損じちゃダメ――いい？",Klaus
"わたしも行くからね――
隊長と一緒に――わたしも行くんだから",Lise
リズが出て行っちゃったの,Mayleaf
"大丈夫かなあ
隊長さん、やさしくしてあげてね",Mayleaf
"リズに無理をさせないでくださいよ
本調子にはほど遠い状態ですからね",Pamela
覚者さま、よくぞ戻って来て下さいました,Liberation Army Soldier
"我々解放軍はあれ以来、敵の攻勢にさらされ
メガド再攻略は難しい状況と
言わざるをえません",Liberation Army Soldier
"今も展望城周辺で、武装した敵隊列の
目撃を受け、主力軍は急遽展望城へ
引き返したところです",Liberation Army Soldier
"どうか、覚者さまも展望城へ向かい
ネドさまと合流ください",Liberation Army Soldier
敵は我々を追い詰めつつあります,Liberation Army Soldier
"どうか展望城へ向かい
我らに力をお貸しください",Liberation Army Soldier
"あの大軍、奴ら展望城を強襲するつもりです
ああ、急がないと大変なことに！",Sago
"あんたたち――
きっと帰ってくると信じていたよ",Fred
"さあ、俺にも出来ることがあれば
何でも言ってくれ",Fred
"おお、レスタニアの勇者たちよ！
戻られたか！",Meirova
急ぎ城内に避難指示を出したところだ,Meirova
"ほら、聞こえる？
いやーなオークの咆哮さ",Gillian
"ありがとうございます
レスタニアはどうでしたか？",Nedo
"戻ってくれて良かった
こっちは大変なことになっていてね",Bertha
聞かなくてもわかりますよね――,Elliot
この、漂うオークの攻撃臭！,Elliot
"さっさとネドと話せよ
もう、どうするか決めてあんだろ",Gurdolin
"なんでもいいから――
早くやっちゃおうよ――",Lise
"この難局は必ずや乗り切らねばならん
この城を失うわけにはいかんのだ",Meirova
"リズは顔色が悪いね
まだ本調子じゃないのか",Gillian
"ガルドリンも暗い顔して――
隊長、エリオット、ふたりの分まで頼むよ",Gillian
"攻め込まれちゃいるが
解放軍の士気はまだ高い",Bertha
"この心意気が消えないうちに
なんとか終わらせるんだよ",Bertha
"城内に逃げ遅れた人たちが出たようです
まずはその人たちの救助を急ぎましょう",Nedo
"レスタニアの問題は解決したのですよね？
だから戻って来てくれたのですよね？
本当にありがとうございます！",Nedo
"隊長、ここをきれいにしないと
黒騎士討伐もままなりません
やるしかないですね",Elliot
"黒騎士のところに行くには
解放軍の協力が不可欠だ",Gurdolin
"さあ、盛大に恩を売って
がっぽり見返りをもらおうぜ",Gurdolin
負けないぞ――わたしは負けない！,Lise
"ああ、また助けて頂きましたね
ありがとうございます",Sara
"敵はこの階下の中層へも入り込んで来ています
どうか人々を、展望城をお救い下さい",Sara
"も、もう敵はいないの？
もう、安全なの？",Adem
覚者さん、ありがとう！,Dennis
"敵の強襲部隊の将、戦の将が
城門広場に現れたとの情報です",Liberation Army Soldier
"この機を逃してはなりません
急ぎ城門広場へ向かいましょう！",Liberation Army Soldier
"さあ！　戦況を変える千載一遇の機会です
戦の将を討ち果たしましょう！",Liberation Army Soldier
"あんたが来てくれて助かったよ
俺たちの希望は、ああ、消えちゃいなかった！",Liberation Army Soldier
助力、誠に感謝します,Liberation Army Soldier
"すぐにでもメガドへ攻め込みたいが
防衛戦が終わったばかり",Meirova
"守るも攻めるも編成の組み直しと
休息が必要だ",Meirova
"戻り、アッカーシェランの心意気を
レスタニアのお歴々にお伝え願いたい",Meirova
ごめんなさい,Nedo
"僕たちは自分のことばかり考えて――
本当にごめんなさい",Nedo
"――黒い鎧の騎士と戦う時は
これまでにあなたたちから受けた恩――
全部返す意気込みで頑張るよ",Gillian
それがアッカーシェランのためでもあるしね,Gillian
"ごくろうだったね
すぐに黒騎士討伐に行きたいところだろうが
休息は大事だよ？　いいね",Bertha
"いつもなら、じれったいと思うでしょうが
この休止はありがたいですね",Elliot
"リズもガルドリンも本調子とは
言い難いですから",Elliot
仕方ねえ、休んでやるか,Gurdolin
ちょっと――疲れたかな,Lise
"リズだけじゃなくて
みんなもゆっくり休んでね",Mayleaf
"ご自由におくつろぎください
どうぞ、自分の家だと思って",Pamela
"黒騎士の傷はいかほどだろうね
痛みに苛まれていればいいのに",Klaus
――黒騎士を――逃がすな――,The White Dragon
メイロワ殿の言葉は心強い限りだ,Joseph
"だが、わたしは、もう黒騎士と
一戦交えた頃だと思っていたぞ",Joseph
次は、いよいよということになろうが――,Joseph
頼むぞ、必ず剣を持ち帰ってくるのだ,Joseph
