old,new,speaker
"オークを運んでいる途中――
ヤツが目を覚ましたんだが
危うく街中で一戦交えるところだったぜ",,Mephis
"縛られた状態でもあの破壊力とは――
なるほど、侵略されるわけだな",,Mephis
"あの怪物を尋問するのかと思うとぞっとするが
一応、会話能力はありそうだ
試してみる価値はあるだろう",,Mephis
"今は、カレンが鎮静作用のある薬草を
飲ませたおかげでかなり落ち着いている
――今のうちに尋問しちまおう",,Mephis
準備ができたら話しかけてくれ,,Mephis
"さぁ、尋問を始めよう
準備はいいな？",,Mephis
はい,Yes,Mephis
いいえ,No,Mephis
"オークの尋問は初めてかもしれんが
俺も初めてだ
いざとなれば、斬り捨てることも覚悟しろ",,Mephis
――頼りにしてるぜ、相棒,,Mephis
"やることは、人間の尋問とさして変わらない
あまり気負いすぎない方がいいぞ
――まぁ、好きなだけ準備するがいいさ",,Mephis
"オークの臭いはなかなか慣れんな――
だが、希望は見えてきたぞ",,Mephis
"ヤツは自らを伝令兵だと言った――
ならば、オーク軍と<NPC 681>の間の
やりとりをしている可能性が高い
そうなれば、有益な情報を得られるだろう",,Mephis
引き続き、よろしく頼むぞ,,Mephis
