old,speaker
"やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？",Hunter
"――なら丁度いいや、チャッチャと
やっちゃおうよ",Hunter
"遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて",Hunter
"で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな",Hunter
"で、おたくが入手したのを
わたしに持ってくる、ってことで！",Hunter
あ、魔物はおたくにまかせたよ！,Hunter
"やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？",Hunter
"――なら丁度いいや、チャッチャと
やっちゃおうよ",Hunter
"遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて",Hunter
"で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな",Hunter
"で、おたくが入手したのを
わたしに持ってくる、ってことで！",Hunter
"あ、魔物はおたくにまかせたよ！
かなり強いらしいね",Hunter
"やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？",Hunter
"――なら丁度いいや、チャッチャと
やっちゃおうよ",Hunter
"遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて",Hunter
"で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな",Hunter
"で、おたくが入手したのを
わたしに持ってくる、ってことで！",Hunter
"あ、魔物はおたくにまかせたよ！
実は、おたくの前に頼んだ人は
あっさり殺されちゃってさ",Hunter
"どうやら、ものすごく強い魔物が
いるらしいね",Hunter
"あはは――やっぱりあったね！
いや、助かったよ！
うん、ありがとう！",Hunter
"あはは――やっぱりあったね！
いや、助かったよ！",Hunter
"そこそこ大変だったろ？
怪我はないかい？",Hunter
"そうか――良かった
うん、ありがとう！",Hunter
"あはは――やっぱりあったね！
いや、助かったよ！",Hunter
"おたくにまで死なれたら――って
実はこれでもビクビクしていてね",Hunter
"それにしても、おたく、強いよね――
いい相棒になれそうな気がするけどね――
まあ、ぜいたくは言わないよ",Hunter
"何してるんだ？
ブツはもう見つけたのかい？",Hunter
"おたく、やるね！
ついでにさ、南の遺跡も頼んだよ！
覚えてる？　《霊泉のテラス》ね！",Hunter
