old,speaker
ひとつ、確認しておきたい,Joseph
"おまえたちの目的はネド王子の――
謎めいた行動の後押しではない",Joseph
"黒い竜の登場を発端とする悲劇が
このレスタニアに、これ以上及ばぬように
すること",Joseph
これに尽きるぞ,Joseph
"利己的だというそしりは甘んじて受けよう
突き詰めると、わたしが守りたいのは
このレスタニアなのだ",Joseph
"悪しき竜は黒騎士と同じく
ただの器に過ぎないのかもしれない",The White Dragon
"その意志は身体の中になく――
よって、竜力の継承も、自らの意志ではない",The White Dragon
"我が身にも起こりうるのだろうか
理の外の理には、我が力も、知恵も及ばぬ――",The White Dragon
ジョゼフ様の話は聞いたかい？,Klaus
"君も長い付き合いだからわかっていると
思うけど、悪く取らないでほしい
目の前であんなことが起こったからね",Klaus
"でも、だからこそ、アッカーシェランの人たちの
気持ちもわかる
こっちのことは気にせずに
向こうで精一杯働いてくれ",Klaus
"ちょっとややこしいことになったよ
でもまあ、仕方がない
これまで通りやるしかないさ",Bertha
"まったく――泣きっ面に石つぶてとは
このことだ",Meirova
"ネド王子の不在が解放軍全体に
知れ渡ってしまった
皆の士気が急下降だ",Meirova
"その対応に右往左往しているが
らちがあかない",Meirova
"あとはベルタに任せてわしも王子の下へ
急ぐことにする
おぬしも先に火垂れ山へ向かってくれ",Meirova
"さあ、火垂れ山へ行ってくれ
ガルドリンたちはもうかなり先まで
進んでいるはずだ",Meirova
"地上に現れることのない
イフリートと遭遇するなんて",Gillian
"大地の竜力は、ここまで衰えているんだね
もう時間はあまり、残されていないのかも知れない",Gillian
"さあ、この道を辿れば、火垂れ山の
入口の聖なる門前に出る",Gillian
"きっと礎があるはずだ
まずはそこを目指そう",Gillian
"礎を解放したら、一度引き上げた方が
いいと思うぜ",Gurdolin
エリオットが静かだとわたしまで調子が出ないよ,Lise
"ここ――どこです？
目がかすんじゃって――",Elliot
"この先はいよいよ火垂れ山だ
王子だけではなく悪しき竜もいるはずだよ",Gillian
"となれば、厳しい戦いになる
だからエリオットは一度帰した方が
いいんじゃないかな",Gillian
さあ、今は礎の解放を,Gillian
"来た道をまた通るなんて
ゾッとするよね",Gillian
礎の解放はいいの？,Gillian
"もし済んだのなら
一度帰って体調を整えた方がいい
調子の悪そうな顔は全体の士気に
かかわる問題だからね",Gillian
隊長、やっぱりエリオットは無理だよ,Lise
"行きましょう――俺――やれますよ
隊長の――右腕ですからね",Elliot
"火垂れ山へ入る門だけれど
見た感じ、全然開きそうもないね",Gillian
"一難去ってまた一難か
ため息が出るよ",Gillian
一度レスタニアへ戻ろうぜ,Gurdolin
"エリオットには治療が必要だ
ここの竜力は傷に悪そうだしな",Gurdolin
"おまけにこのまま火垂れ山へ行こうにも
あの門を開けねえとだめらしい
開けたら開けたで次はいよいよ――だろ？",Gurdolin
"万全は無理でも、なるべくいい状態で
事に挑もうぜ",Gurdolin
さあ、帰るぞ,Gurdolin
解放軍の動揺はまあ収まったみたいだ,Bertha
"こう見えて、ひねくれ者の多い盗賊たちを
長年まとめて来たのはあたしだからね",Bertha
"そっちはどうだい？
火垂れ山の入口までの道は開けたって
聞いているよ
となれば、いよいよだね",Bertha
おお――戻ったか,Meirova
"わしも一緒に行こうと思っていたが
ここにも何かと仕事があってな
いや、言い訳ではないぞ",Meirova
"おかえり
エリオットのことは心配しなくていいよ",Klaus
"レスタニア中の、心得のある連中が集まって
早く傷が治るように尽力してくれているからね",Klaus
"悪しき竜に近づいたのだな――
ああ――かすかだが、おまえたちに
纏わり付く、異質な竜力を感じる――",The White Dragon
"エリオットの傷は見かけほど深くは
ないようだな",Joseph
"あの姿を見た時は心臓が握りつぶされたような
気持ちになったが、一安心だ",Joseph
"さて、アッカーシェランの状況だが――
ネド王子が戻って来る気配は
なかったというわけだな",Joseph
"自分なりの勝算があるのだろうが
そのやり方、いかにも――いかにも幼い",Joseph
"王子を諫めることができるのは
よそ者のおまえたちの方が適任だろう
機会があれば遠慮せずにな",Joseph
