old,speaker
"見てみて、大食堂としての設備が
だいぶ整ったと思わない？",Carrie
"まだまだやらなきゃいけないことはあるけど
ここまでやってこれて、本当に嬉しくって！",Carrie
"いつも本当にありがとう！
お世話になってばっかりだから
今日はちょっとお礼がしたいな",Carrie
"解放軍の人たちも手を貸してくれるし
あなたにもとってもお世話になってるし――
ひとりでどうしようかって
悩み込んでた頃とは大違い！",Carrie
"ブラッドとローナも
たくさん協力してくれたんだ
解放軍の人たちを取りまとめてくれたり――",Carrie
"ここの設備が整ってきたことも
すごく喜んでくれて――
二人とも、本当に良い人だよね",Carrie
"それでね、本当にささやかなんだけど
今日はお礼をしたいと思うんだ",Carrie
"はい、コレ！
ブラッドとローナにも分けてあげてね",Carrie
"さて、作業を手伝ってくれた解放軍の人たちに
配る分も作らなきゃ――",Carrie
"キャリーからの差し入れだって？
ちょうど腹が減ってたんだ
こういう気遣いは嬉しいな――
ありがたくいただくよ！",Brad
"やっといくつかの設備が揃っただけなのに
嬉しがりなんだね、あの子",Lorna
"ふふ、それにしてもわざわざ
「お礼」だなんて可愛いじゃない
それじゃあ休憩する時にでもいただこうかな",Lorna
