old,speaker
"そこのあなた――
覚者と見ましたが――
ああ、やはりそうでしたか",Weary Harpy
"はい、いかにもわたしは魔物です
でも、争いはもうたくさん――",Weary Harpy
"と言いますのも、まもなく
子供が生まれるのです",Weary Harpy
"ところが巣の材料が
まったく手に入らなくて――",Weary Harpy
"どうでしょう――
材料を探していただけませんか？",Weary Harpy
"そこのあなた――
覚者と見ましたが――
ああ、やはりそうでしたか",Weary Harpy
"はい、いかにもわたしは魔物です
でも、争いはもうたくさん――",Weary Harpy
"と言いますのも、まもなく
子供が生まれるのです",Weary Harpy
"どうでしょう――
材料を探していただけませんか？",Weary Harpy
"それなりに大変なことなので
心苦しいのですが――",Weary Harpy
"そこのあなた――
覚者と見ましたが――
ああ、やはりそうでしたか",Weary Harpy
"はい、いかにもわたしは魔物です
でも、争いはもうたくさん――",Weary Harpy
"と言いますのも、まもなく
子供が生まれるのです",Weary Harpy
"ところが巣の材料が
まったく手に入らなくて――",Weary Harpy
"どうでしょう――
材料を探していただけませんか？",Weary Harpy
"材料の入手は大変ですし
邪魔をする魔物も多いでしょう",Weary Harpy
"この上なく大変だとは思いますが
どうかお引き受けください",Weary Harpy
"すっかりお世話になってしまいましたね
ありがとうございます",Weary Harpy
"生まれてくる子には、あなたにだけは
襲いかかることのないように
言い聞かせますね",Weary Harpy
"すっかりお世話になってしまいましたね
ありがとうございます",Weary Harpy
"生まれてくる子には
あなたにだけは
襲いかかることのないように――",Weary Harpy
"孫の代にも申し伝えるように
言い聞かせておきますからね",Weary Harpy
"すっかりお世話になってしまいましたね
ありがとうございます",Weary Harpy
"生まれてくる子には
あなたにだけは
襲いかかることのないように――",Weary Harpy
"七代先の子孫にまで申し伝えるように
言い聞かせておきますからね",Weary Harpy
"材料は見つかりませんか？
わたしもかなり探したのですが――",Weary Harpy
"おお――ありがとうございます！
まずはお礼を申し上げます",Weary Harpy
"そして――申し訳ありませんが
もう一度――",Weary Harpy
"本当にありがとうございます！
まずはお礼を申し上げます",Weary Harpy
"そして――次で最後になります
どうぞよろしくお願いします",Weary Harpy
"助けてください！
あの魔物、まったく話が通じないんです！
倒してください！",Weary Harpy
