old,speaker
"覚者さま――
戦技の継承をさらなる高みに
解放するには――
この大陸の火竜様の竜力が必要となります",Nayajiku
"ですが、この大陸の竜力を
覚者さまが受け入れ得る力をお持ちかどうか
それを計るための試練を受けて頂きます",Nayajiku
"すでに――
試練の見届け人に相応しい人物に
話しは通しております
現地へ向かい見届け人と合流下さいませ",Nayajiku
"それと試練の場所についてですが
エリアランクなど――
既に解放されている場所かどうかの
ご確認をお願いします",Nayajiku
"すでに――
試練の見届け人に相応しい人物に
話しは通しております
現地へ向かい見届け人と合流下さいませ",Nayajiku
"それと試練の場所についてですが
エリアランクなど――
既に解放されている場所かどうかの
ご確認をお願いします",Nayajiku
"おう、遅かったな
おいおい――なんだ、その不満げなツラはよ？",Gurdolin
"これから向かう先は、けっこう危ねえ
ところらしくてよ
見届けるのに丁度良い手合いがいねえらしい
んで、俺に声が掛かったてわけだ",Gurdolin
"ま、細けえことは良いじゃねえか
しっかり見届けてやっからよ
とっとと始めようぜ！",Gurdolin
"とにかく試練はきっちり見届けさせて貰ったぜ
<NPC 3050>とこへ戻るとするか",Gurdolin
"お見事です、覚者さま
覚者さまが身に纏いしその力――
試練の最中、既に火竜様の加護を身に帯びて
おられるようです",Nayajiku
"さあ、我が大陸の竜力の加護を持って
白竜様の元へお向かい下さい",Nayajiku
"さあ、我が大陸の竜力の加護を持って
白竜様の元へお向かい下さい",Nayajiku
"よくやった――
我が竜力の新たな高みを解放できたぞ",The White Dragon
"んじゃ、おっぱじめるとするか
試練だからって、油断すんなよ",Gurdolin
いたぞ、あれだ、最初の試練ってやつだ,Gurdolin
いいぞ、次の場所へ向かうぞ,Gurdolin
ほら、あそこだ、第二の試練だ,Gurdolin
おし、いよいよ最後だ、気合入れてくぞ！,Gurdolin
いたぞ、あそこだ、これで最後だ,Gurdolin
"ああ、流石だな、これで試練は終わりだぜ
どうだ、何か変わったか？",Gurdolin
"とにかく試練はきっちり見届けさせて貰ったぜ
<NPC 3050>とこへ戻るとするか",Gurdolin
俺様の力、あらためて見せてやるぜ,Gurdolin
ちゃっちゃと終わらせるぞ,Gurdolin
ちょっとは俺にもまわせよ,Gurdolin
派手にいこうぜ！,Gurdolin
敵に舐められたら終いだぞ,Gurdolin
気合入れろ、気合をよ！,Gurdolin
オラオラオラオラァ！,Gurdolin
そうだ、気を奮い立たせろ！,Gurdolin
渾身の一撃、見せてやる！,Gurdolin
こいつを喰らいやがれ！,Gurdolin
